Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species	Enzyme
J7TXC2	J7TXC2_STRSL	Shikimate kinase (SK) (EC 2.7.1.71)	Streptococcus salivarius K12	2.7.1.71	UniRef90_Q03LG8	Streptococcus_salivarius	aroK_L
A0AB37CMK0	A0AB37CMK0_STRSL	Shikimate kinase (SK) (EC 2.7.1.71)	Streptococcus salivarius	2.7.1.71	UniRef90_Q03LG8	Streptococcus_salivarius	aroK_L
A0A074JBA9	A0A074JBA9_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
A0AAX1YC76	A0AAX1YC76_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
A0AB37CPB8	A0AB37CPB8_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
A0A1V0H5Q7	A0A1V0H5Q7_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
A0A2W1IH24	A0A2W1IH24_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
A0AAX2V2R6	A0AAX2V2R6_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
J7SIF8	J7SIF8_STRSL	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Streptococcus salivarius K12	2.5.1.19	UniRef90_Q5M551	Streptococcus_salivarius	aroA
A0A074INY6	A0A074INY6_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0AAX2V2W4	A0AAX2V2W4_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0AA45CUI7	A0AA45CUI7_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0AAX1YCT6	A0AAX1YCT6_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0A6A8UFP2	A0A6A8UFP2_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0A7L6WL45	A0A7L6WL45_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0AAW6D3L3	A0AAW6D3L3_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
J7TXB6	J7TXB6_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius K12	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0AB37D946	A0AB37D946_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0AB37CKH8	A0AB37CKH8_STRSL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Streptococcus salivarius	4.2.3.5	UniRef90_Q5M555	Streptococcus_salivarius	aroC
A0A133KNZ2	A0A133KNZ2_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A415C733	A0A415C733_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A7J5TQH9	A0A7J5TQH9_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
I3WJW4	I3WJW4_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum BGN4	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A0H3EE49	A0A0H3EE49_BIFBP	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum (strain PRL2010)	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A286TBP2	A0A286TBP2_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum LMG 13195	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A7J5TPK7	A0A7J5TPK7_BIFBI	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
A0AB36BXZ9	A0AB36BXZ9_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A0M5L0R1	A0A0M5L0R1_BIFBI	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
A0A2U0C067	A0A2U0C067_BIFBI	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
I3WJW7	I3WJW7_BIFBI	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum BGN4	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
A0A0H3EC65	A0A0H3EC65_BIFBP	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum (strain PRL2010)	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
A0A286TB72	A0A286TB72_BIFBI	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum LMG 13195	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
A0AB33XMT3	A0AB33XMT3_BIFBI	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Bifidobacterium bifidum LMG 13195	2.5.1.54	UniRef90_A0A286TB72	Bifidobacterium_bifidum	aroF_G_H
A0AB33XMT9	A0AB33XMT9_BIFBI	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Bifidobacterium bifidum LMG 13195	2.5.1.54	UniRef90_A0A0H3EE49	Bifidobacterium_bifidum	aroF_G_H
A0A0H2NI78	A0A0H2NI78_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
A0A133KK26	A0A133KK26_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
I3WHP0	I3WHP0_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum BGN4	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
A0A0H3E9K7	A0A0H3E9K7_BIFBP	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum (strain PRL2010)	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
A0A286TEV3	A0A286TEV3_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum LMG 13195	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
A0AB36BZH3	A0AB36BZH3_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
A0AB33XMH2	A0AB33XMH2_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum LMG 13195	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroB
I3WHD9	I3WHD9_BIFBI	Bifunctional 3-dehydroquinatesynthase/phosphatase (EC 4.2.3.4)	Bifidobacterium bifidum BGN4	4.2.3.4	UniRef90_I3WHD9	Bifidobacterium_bifidum	aroB
A0A0H3EC07	A0A0H3EC07_BIFBP	Exopolyphosphatase (EC 4.2.3.4)	Bifidobacterium bifidum (strain PRL2010)	4.2.3.4	UniRef90_I3WHD9	Bifidobacterium_bifidum	aroB
A0A0E2ZD90	A0A0E2ZD90_BIFBI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium bifidum	4.2.1.10	UniRef90_Q8G5X5	Bifidobacterium_bifidum	aroD
A0A2U0BUJ8	A0A2U0BUJ8_BIFBI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium bifidum	4.2.1.10	UniRef90_Q8G5X5	Bifidobacterium_bifidum	aroD
I3WHP1	I3WHP1_BIFBI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium bifidum BGN4	4.2.1.10	UniRef90_Q8G5X5	Bifidobacterium_bifidum	aroD
A0A0H3EC98	A0A0H3EC98_BIFBP	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium bifidum (strain PRL2010)	4.2.1.10	UniRef90_Q8G5X5	Bifidobacterium_bifidum	aroD
A0A286TF88	A0A286TF88_BIFBI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium bifidum LMG 13195	4.2.1.10	UniRef90_Q8G5X5	Bifidobacterium_bifidum	aroD
A0AB33XMI3	A0AB33XMI3_BIFBI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bifidobacterium bifidum LMG 13195	4.2.1.10	UniRef90_Q8G5X5	Bifidobacterium_bifidum	aroD
I3WI45	I3WI45_BIFBI	Shikimate dehydrogenase (EC 1.1.1.25)	Bifidobacterium bifidum BGN4	1.1.1.25	UniRef90_I3WI45	Bifidobacterium_bifidum	aroE
A0A0H3ECT8	A0A0H3ECT8_BIFBP	AroE Shikimate 5-dehydrogenase (EC 1.1.1.25)	Bifidobacterium bifidum (strain PRL2010)	1.1.1.25	UniRef90_I3WI45	Bifidobacterium_bifidum	aroE
A0A0H2NI78	A0A0H2NI78_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
A0A133KK26	A0A133KK26_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
I3WHP0	I3WHP0_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum BGN4	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
A0A0H3E9K7	A0A0H3E9K7_BIFBP	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum (strain PRL2010)	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
A0A286TEV3	A0A286TEV3_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum LMG 13195	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
A0AB36BZH3	A0AB36BZH3_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
A0AB33XMH2	A0AB33XMH2_BIFBI	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)]	Bifidobacterium bifidum LMG 13195	2.7.1.71; 4.2.3.4	UniRef90_I3WHP0	Bifidobacterium_bifidum	aroK_L
A0A415C869	A0A415C869_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0A7J5TSZ3	A0A7J5TSZ3_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0AB36BY69	A0AB36BY69_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0A133KRN3	A0A133KRN3_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
I3WHI3	I3WHI3_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum BGN4	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0AB33XPV1	A0AB33XPV1_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum LMG 13195	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0A286TF33	A0A286TF33_BIFBI	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum LMG 13195	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0A0H3EC41	A0A0H3EC41_BIFBP	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bifidobacterium bifidum (strain PRL2010)	2.5.1.19	UniRef90_A0A0H3EC41	Bifidobacterium_bifidum	aroA
A0A0H2P5N2	A0A0H2P5N2_BIFBI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium bifidum	4.2.3.5	UniRef90_I3WHN9	Bifidobacterium_bifidum	aroC
I3WHN9	I3WHN9_BIFBI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium bifidum BGN4	4.2.3.5	UniRef90_I3WHN9	Bifidobacterium_bifidum	aroC
A0A286TFU9	A0A286TFU9_BIFBI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium bifidum LMG 13195	4.2.3.5	UniRef90_I3WHN9	Bifidobacterium_bifidum	aroC
A0A0H3E9U5	A0A0H3E9U5_BIFBP	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium bifidum (strain PRL2010)	4.2.3.5	UniRef90_I3WHN9	Bifidobacterium_bifidum	aroC
A0AB36C1W4	A0AB36C1W4_BIFBI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium bifidum	4.2.3.5	UniRef90_I3WHN9	Bifidobacterium_bifidum	aroC
A0AB33XML7	A0AB33XML7_BIFBI	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bifidobacterium bifidum LMG 13195	4.2.3.5	UniRef90_I3WHN9	Bifidobacterium_bifidum	aroC
A0A3E2B4A7	A0A3E2B4A7_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Evtepia gabavorous	2.5.1.54	UniRef90_A0A3E2B4A7	Evtepia_gabavorous	aroF_G_H
A0A3E2B4E3	A0A3E2B4E3_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Evtepia gabavorous	4.2.3.4	UniRef90_A0A3E2B4E3	Evtepia_gabavorous	aroB
A0A3E2B4F1	A0A3E2B4F1_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Evtepia gabavorous	4.2.1.10	UniRef90_A0A3E2B4F1	Evtepia_gabavorous	aroD
A0A3E2B4C5	A0A3E2B4C5_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Evtepia gabavorous	2.7.1.71	UniRef90_A0A3E2B4C5	Evtepia_gabavorous	aroK_L
A0A3E2B4A5	A0A3E2B4A5_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Evtepia gabavorous	2.7.1.71	UniRef90_A0A3E2B4A5	Evtepia_gabavorous	aroK_L
A0A3E2B499	A0A3E2B499_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Evtepia gabavorous	2.5.1.19	UniRef90_A0A3E2B499	Evtepia_gabavorous	aroA
A0A3E2B4A8	A0A3E2B4A8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Evtepia gabavorous	4.2.3.5	UniRef90_A0A3E2B4A8	Evtepia_gabavorous	aroC
A0A174W6I0	A0A174W6I0_9BACE	3-deoxy-7-phosphoheptulonate synthase (Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54))	Bacteroides caccae	2.5.1.54	UniRef90_A0A108T7N5	Bacteroides_caccae	aroF_G_H
A0A6A1JWH3	A0A6A1JWH3_9BACE	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides caccae	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_caccae	aroB
A0A174P3E7	A0A174P3E7_9BACE	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides caccae	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_caccae	aroB
A0A174W980	A0A174W980_9BACE	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides caccae	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_caccae	aroB
A0AA94Y3B3	A0AA94Y3B3_9BACE	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides caccae	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_caccae	aroB
I9Q2R7	I9Q2R7_9BACE	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides caccae CL03T12C61	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_caccae	aroB
A0A174NL53	A0A174NL53_9BACE	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides caccae	4.2.1.10	UniRef90_E6SPY9	Bacteroides_caccae	aroD
I8V1G1	I8V1G1_9BACE	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides caccae CL03T12C61	4.2.1.10	UniRef90_E6SPY9	Bacteroides_caccae	aroD
A0A174SZA0	A0A174SZA0_9BACE	Shikimate 5-dehydrogenase (EC 1.1.1.25) (Shikimate dehydrogenase)	Bacteroides caccae	1.1.1.25	UniRef90_A0A174SZA0	Bacteroides_caccae	aroE
A0A174GTY7	A0A174GTY7_9BACE	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides caccae	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_caccae	aroK_L
A0A413J2I8	A0A413J2I8_9BACE	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides caccae	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_caccae	aroK_L
I9PMB9	I9PMB9_9BACE	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides caccae CL03T12C61	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_caccae	aroK_L
A0A6A1JLV6	A0A6A1JLV6_9BACE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides caccae	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_caccae	aroA
A0A9P4A620	A0A9P4A620_9BACE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides caccae	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_caccae	aroA
A0A174RR77	A0A174RR77_9BACE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides caccae	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_caccae	aroA
A0A412FJ33	A0A412FJ33_9BACE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides caccae	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_caccae	aroA
A0A6H9Q767	A0A6H9Q767_9BACE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides caccae	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_caccae	aroA
I9PKZ9	I9PKZ9_9BACE	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides caccae CL03T12C61	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_caccae	aroA
A0A174S6R6	A0A174S6R6_9BACE	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides caccae	4.2.3.5	UniRef90_Q8A602	Bacteroides_caccae	aroC
I9PJ96	I9PJ96_9BACE	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides caccae CL03T12C61	4.2.3.5	UniRef90_Q8A602	Bacteroides_caccae	aroC
A0A2N5PRB5	A0A2N5PRB5_MEDGN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Mediterraneibacter gnavus (Ruminococcus gnavus)	2.5.1.54	UniRef90_A0A829NQZ3	Ruminococcus_gnavus	aroF_G_H
